"id";"code_geo";"town_clean"
"2142032";"07157";"MEYSSE"
"2142040";"78372";"MARLY-LE-ROI"
"2142180";"65440";"TARBES"
"2142222";"13055";"MARSEILLE"
"2142230";"31446";"RAMONVILLE-SAINT-AGNE"
"2142263";"66003";"AMELIE-LES-BAINS-PALALDA"
"2142347";"29001";"ARGOL"
"2142388";"59122";"CAMBRAI"
"2142669";"01143";"DIVONNE-LES-BAINS"
"2142941";"67180";"HAGUENAU"
"2142982";"75056";"PARIS"
"2143030";"93007";"LE BLANC-MESNIL"
"2143089";"75056";"PARIS"
"2143113";"28214";"LA LOUPE"
"2143121";"67447";"SCHILTIGHEIM"
"2143147";"73065";"CHAMBERY"
"2143568";"93055";"PANTIN"
"2143600";"91377";"MASSY"
"2143709";"57412";"LONGEVILLE-LES-METZ"
"2143741";"39013";"ARBOIS"
"2143899";"63084";"CHANONAT"
"2143956";"53144";"MARCILLE-LA-VILLE"
"2143980";"54395";"NANCY"
"2144061";"69202";"SAINT-FOY-LES-LYON"
"2144137";"69123";"LYON"
"2144335";"75056";"PARIS"
"2144475";"74136";"LE GRAND-BORNAND"
"2144616";"06143";"TOUET-SUR-VAR"
"2144715";"59178";"DOUAI"
"2144780";"83050";"DRAGUIGNAN"
"2145019";"16102";"COGNAC"
"2145241";"37214";"SAINT-CYR-SUR-LOIRE"
"2145332";"33281";"MERIGNAC"
"2145340";"56107";"LARMOR-PLAGE"
"2145738";"54395";"NANCY"
"2145951";"06030";"LE CANNET"
"2146074";"84118";"SAINT-SATURNIN-LES-APT"
"2146090";"78497";"POIGNY-LA-FORET"
"2146116";"26165";"LIVRON-SUR-DROME"
"2146157";"69123";"LYON"
"2146454";"78133";"CHAMBOURCY"
"2146827";"84078";"MONDRAGON"
"2146835";"93061";"LE PRE-SAINT-GERVAIS"
"2146843";"93049";"NEUILLY-PLAISANCE"
"2146926";"54395";"NANCY"
"2146967";"57597";"ROSSELANGE"
"2147056";"57569";"REMELING"
"2147098";"68226";"MUNSTER"
"2147106";"21196";"CORPEAU"
"2147197";"92049";"MONTROUGE"
"2147213";"74268";"SEYNOD"
"2147387";"16015";"ANGOULEME"
"2147403";"21231";"DIJON"
"2147429";"44114";"ORVAULT"
"2147460";"06003";"ANDON"
"2147478";"07333";"VANOSC"
"2147502";"83069";"HYERES"
"2147536";"94041";"IVRY-SUR-SEINE"
"2147767";"75056";"PARIS"
"2147908";"77288";"MELUN"
"2148195";"58194";"NEVERS"
"2148328";NULL;"BRIONE"
"2148427";"67482";"STRASBOURG"
"2148450";"64260";"HENDAYE"
"2148534";"57412";"LONGEVILLE-LES-METZ"
"2149094";"75056";"PARIS"
"2149151";"52470";"SERQUEUX"
"2149482";"34032";"BEZIERS"
"2149821";"67482";"STRASBOURG"
"2149847";"06018";"BIOT"
"2149862";"67117";"ECKARTSWILLER"
"2149904";"30227";"SAINT-AMBROIX"
"2150100";"34165";"MONTBAZIN"
"2150159";"31157";"CUGNAUX"
"2150175";"75056";"PARIS"
"2150183";"26192";"MONTBRISON-SUR-LEZ"
"2150340";"21231";"DIJON"
"2150399";"17069";"BRIVES-SUR-CHARENTE"
"2150589";"14167";"COLOMBELLES"
"2151173";"30189";"NIMES"
"2151272";"69034";"CALUIRE-ET-CUIRE"
"2151439";"33199";"GUJAN-MESTRAS"
"2151470";"13001";"AIX-EN-PROVENCE"
"2151801";"90010";"BELFORT"
"2151942";"31555";"TOULOUSE"
"2151959";"58059";"LA CHARITE-SUR-LOIRE"
"2152023";"39304";"LE LOUVEROT"
"2152080";"94037";"GENTILLY"
"2152197";"10340";"SAINT-GERMAIN"
"2152205";"75056";"PARIS"
"2152775";"64469";"SAINT-ABIT"
"2152908";"71076";"CHALON-SUR-SAONE"
"2153070";"06083";"MENTON"
"2153328";"13005";"AUBAGNE"
"2153377";"75056";"PARIS"
"2153641";"13055";"MARSEILLE"
"2153740";"75056";"PARIS"
"2153757";"29232";"QUIMPER"
"2153773";"66213";"TOULOUGES"
"2153831";"60039";"BACOUEL"
"2153914";"77285";"LE MEE-SUR-SEINE"
"2154060";"33063";"BORDEAUX"
"2154292";"14603";"SAINT-LAURENT-DE-CONDEL"
"2154300";"33522";"TALENCE"
"2154318";"2B178";"NONZA"
"2154433";"06088";"NICE"
"2154490";"94081";"VITRY-SUR-SEINE"
"2154581";"13065";"MOURIES"
"2154789";"02031";"AUBENTON"
"2154862";"68014";"AUBURE"
"2154946";"75056";"PARIS"
"2154953";"67471";"SOUFFELWEYERSHEIM"
"2154961";"77067";"CESSON"
"2154987";"51609";"VERNEUIL"
"2155257";"13055";"MARSEILLE"
"2155604";"92071";"SCEAUX"
"2155661";"86194";"POITIERS"
"2155745";"75056";"PARIS"
"2155786";"68066";"COLMAR"
"2155851";"05061";"GAP"
"2155869";"42316";"UNIEUX"
"2155976";"81060";"CARMAUX"
"2156222";"31362";"MONTBERAUD"
"2156602";"67447";"SCHILTIGHEIM"
"2156735";"91600";"SOISY-SUR-SEINE"
"2156750";"92062";"PUTEAUX"
"2157097";"94002";"ALFORTVILLE"
"2157188";"69123";"LYON"
"2157196";"78640";"VELIZY-VILLACOUBLAY"
"2157287";"13055";"MARSEILLE"
"2157485";"68021";"BARTENHEIM"
"2157501";"64448";"POEY-DE-LESCAR"
"2157527";"30342";"VENEJAN"
"2157568";"91659";"VILLABE"
"2157592";"94068";"SAINT-MAUR-DES-FOSSES"
"2157600";"78321";"JOUARS-PONTCHARTRAIN"
"2157634";"74208";"PASSY"
"2157832";"92007";"BAGNEUX"
"2157865";"75056";"PARIS"
"2158087";"67160";"GOERSDORF"
"2158103";"94079";"VILLIERS-SUR-MARNE"
"2158152";"60584";"SAINT-LEU-D'ESSERENT"
"2158475";"28191";"HANCHES"
"2158558";"75056";"PARIS"
"2158590";"77131";"COULOMMIERS"
"2158707";"78358";"MAISONS-LAFFITTE"
"2158798";"21231";"DIJON"
"2158889";"18141";"MEHUN-SUR-YEVRE"
"2159051";"71545";"TRAMAYES"
"2159127";"34032";"BEZIERS"
"2159200";"24412";"SAINT-GENIES"
"2159218";"34294";"SATURARGUES"
"2159226";"30037";"BESSEGES"
"2159259";"38547";"VILLARD-BONNOT"
"2159341";"34172";"MONTPELLIER"
"2159382";"60154";"CINQUEUX"
"2159630";"32412";"SARAMON"
"2159689";"37050";"CHAMBRAY-LES-TOURS"
"2159713";"16217";"MERPINS"
"2159838";"67204";"HOENHEIM"
"2159903";"91085";"BOISSY-SOUS-SAINT-YON"
"2159952";"70421";"PORT-SUR-SAONE"
"2160059";"93032";"GAGNY"
"2160075";"75056";"PARIS"
"2160240";"29166";"PLOEVEN"
"2160356";"31557";"TOURNEFEUILLE"
"2160364";"68224";"MULHOUSE"
"2160687";"54395";"NANCY"
"2160737";"67482";"STRASBOURG"
"2160752";"62019";"AIX-NOULETTE"
"2160836";"40192";"MONT-DE-MARSAN"
"2161131";"02275";"EFFRY"
"2161347";"78551";"SAINT-GERMAIN-EN-LAYE"
"2161420";"75056";"PARIS"
"2161529";"92012";"BOULOGNE-BILLANCOURT"
"2161628";"67536";"WINDSTEIN"
"2161693";"63113";"CLERMONT-FERRAND"
"2161933";"41018";"BLOIS"
"2162105";"77288";"MELUN"
"2162121";"92050";"NANTERRE"
"2162139";"51662";"WITRY-LES-REIMS"
"2162253";"92064";"SAINT-CLOUD"
"2162436";"91235";"SAINT-GENEVIEVE-DES-BOIS"
"2162493";"71003";"ALLEREY-SUR-SAONE"
"2162519";"06018";"BIOT"
"2162535";"69123";"LYON"
"2162691";"61475";"SOLIGNY-LA-TRAPPE"
"2162816";"75056";"PARIS"
"2162907";"77305";"MONTEREAU-FAULT-YONNE"
"2163228";"93064";"ROSNY-SOUS-BOIS"
"2163236";"49007";"ANGERS"
"2163707";"75056";"PARIS"
"2163723";"33199";"GUJAN-MESTRAS"
"2164051";"13001";"AIX-EN-PROVENCE"
"2164101";"11069";"CARCASSONNE"
"2164127";"75056";"PARIS"
"2164168";"85176";"PISSOTTE"
"2164432";"30351";"VILLENEUVE-LES-AVIGNON"
"2164531";"78224";"L'ETANG-LA-VILLE"
"2164580";"74176";"MENTHON-SAINT-BERNARD"
"2164648";"01143";"DIVONNE-LES-BAINS"
"2164853";"03138";"LAPALISSE"
"2164903";"69123";"LYON"
"2164929";"04160";"REILLANNE"
"2165017";"06088";"NICE"
"2165272";"06004";"ANTIBES"
"2165348";"07073";"LE CRESTET"
"2165405";"08025";"ATTIGNY"
"2165470";"09075";"CAMPAGNE-SUR-ARIZE"
"2165587";"12145";"MILLAU"
"2165850";"13077";"PORT-DE-BOUC"
"2165892";"34202";"PIGNAN"
"2165975";"13110";"TRETS"
"2166270";"16225";"MONTEMBOEUF"
"2166536";"18033";"BOURGES"
"2166684";"2B087";"CERVIONE"
"2166833";"21054";"BEAUNE"
"2166916";"22113";"LANNION"
"2166981";"66009";"ARLES-SUR-TECH"
"2167260";"25580";"VALENTIGNEY"
"2167294";"26220";"NYONS"
"2167526";"27193";"CROTH"
"2167617";"29150";"MOELAN-SUR-MER"
"2167625";"22222";"PLOUHA"
"2167666";"30032";"BEAUCAIRE"
"2167849";"31150";"CORNEBARRIEU"
"2167930";"33376";"SAINT-AUBIN-DE-MEDOC"
"2168029";"33301";"NAUJAN-ET-POSTIAC"
"2168276";"34032";"BEZIERS"
"2168284";"34217";"PRADES-LE-LEZ"
"2169019";"41156";"MULSANS"
"2169092";"41212";"SAINT-GERVAIS-LA-FORET"
"2169126";"41207";"SAINT-DYE-SUR-LOIRE"
"2169167";"42218";"SAINT-ETIENNE"
"2169308";"03321";"YZEURE"
"2169357";"89024";"AUXERRE"
"2169407";"44190";"SAINT-SEBASTIEN-SUR-LOIRE"
"2169720";"45197";"MARIGNY-LES-USAGES"
"2169738";"45333";"VENNECY"
"2169902";"49106";"CORNE"
"2170009";"50502";"SAINT-LO"
"2170041";"50579";"SOTTEVAST"
"2170280";"21080";"BLAISY-BAS"
"2170298";"52029";"AUTIGNY-LE-GRAND"
"2170439";"55029";"BAR-LE-DUC"
"2170991";"59275";"GRUSON"
"2171213";"59666";"ZEGERSCAPPEL"
"2171221";"59299";"HEM"
"2171254";"59009";"VILLENEUVE-D'ASCQ"
"2171403";"60414";"MONTATAIRE"
"2171452";"60338";"LACROIX-SAINT-OUEN"
"2171494";"60684";"VILLERS-SAINT-PAUL"
"2171528";"61006";"ARGENTAN"
"2171627";"62300";"EQUIHEN-PLAGE"
"2171726";"62138";"BLANGY-SUR-TERNOISE"
"2171817";"63113";"CLERMONT-FERRAND"
"2172013";"64152";"BUROS"
"2172302";"67271";"LOBSANN"
"2172328";"67447";"SCHILTIGHEIM"
"2172344";"67129";"ERNOLSHEIM-LES-SAVERNE"
"2172617";"69266";"VILLEURBANNE"
"2172633";"69123";"LYON"
"2172757";"69202";"SAINT-FOY-LES-LYON"
"2172799";"69244";"TASSIN-LA-DEMI-LUNE"
"2172815";"69086";"FLEURIEUX-SUR-L'ARBRESLE"
"2173094";"72325";"SAINT-VINCENT-DU-LOROUER"
"2173136";"72150";"SAINT-JAMME-SUR-SARTHE"
"2173193";"74281";"THONON-LES-BAINS"
"2173318";"74243";"SAINT-JULIEN-EN-GENEVOIS"
"2173680";"75056";"PARIS"
"2173698";"94059";"LE PLESSIS-TREVISE"
"2173938";"75056";"PARIS"
"2174092";"75056";"PARIS"
"2174282";"75056";"PARIS"
"2174324";"76540";"ROUEN"
"2174340";"76540";"ROUEN"
"2174399";"76729";"VEAUVILLE-LES-BAONS"
"2174423";"76429";"LE MESNIL-ESNARD"
"2174431";"62611";"NEUVILLE-VITASSE"
"2174597";"75056";"PARIS"
"2174647";"77411";"SAINT-GERMAIN-SOUS-DOUE"
"2174670";"77152";"DAMMARIE-LES-LYS"
"2174753";"77243";"LAGNY-SUR-MARNE"
"2175214";"47012";"ANZEX"
"2175297";"78537";"SAINT-ARNOULT-EN-YVELINES"
"2175412";"80021";"AMIENS"
"2175487";"80261";"DURY"
"2175636";"38179";"GIERES"
"2175693";"56026";"BUBRY"
"2175719";"83055";"FAYENCE"
"2175768";"83120";"SAINT-ZACHARIE"
"2175800";"83070";"LE LAVANDOU"
"2176154";"88160";"EPINAL"
"2176402";"90010";"BELFORT"
"2176428";"90037";"ELOIE"
"2176469";"91174";"CORBEIL-ESSONNES"
"2176543";"91122";"BURES-SUR-YVETTE"
"2176584";"75056";"PARIS"
"2176592";"91021";"ARPAJON"
"2176626";"91691";"YERRES"
"2176733";"91471";"ORSAY"
"2177103";"92075";"VANVES"
"2177194";"91235";"SAINT-GENEVIEVE-DES-BOIS"
"2177244";"92044";"LEVALLOIS-PERRET"
"2177293";"75056";"PARIS"
"2177335";"92014";"BOURG-LA-REINE"
"2177350";"92033";"GARCHES"
"2177491";"93048";"MONTREUIL"
"2177681";"93049";"NEUILLY-PLAISANCE"
"2177806";"94052";"NOGENT-SUR-MARNE"
"2177905";"94041";"IVRY-SUR-SEINE"
"2177947";"94038";"L'HAY-LES-ROSES"
"2177970";"94077";"VILLENEUVE-LE-ROI"
"2178085";"94017";"CHAMPIGNY-SUR-MARNE"
"2178267";"95219";"ERMONT"
"2178341";"95652";"VIARMES"
"2178481";"95203";"EAUBONNE"
"2178523";"95210";"ENGHIEN-LES-BAINS"
"2178663";"73303";"UGINE"
"2178705";"60513";"PRECY-SUR-OISE"
"2178861";"80674";"RIVERY"
"2178986";"75056";"PARIS"
"2179141";"54482";"SAINT-MAX"
"2179166";"14327";"HEROUVILLE-SAINT-CLAIR"
"2179216";"75056";"PARIS"
"2179224";"78217";"EPONE"
"2179265";"38253";"LES DEUX-ALPES"
"2179430";"22190";"PLESLIN-TRIGAVOU"
"2179513";"91099";"BOUTIGNY-SUR-ESSONNE"
"2179521";"31451";"REVEL"
"2179679";"06004";"ANTIBES"
"2179919";"61484";"LE THEIL"
"2179943";"38169";"FONTAINE"
"2180016";"83118";"SAINT-RAPHAEL"
"2180230";"95063";"BEZONS"
"2180313";"69149";"OULLINS"
"2180396";"44070";"LA HAIE-FOUASSIERE"
"2180545";"63113";"CLERMONT-FERRAND"
"2180677";"26113";"DIE"
"2180685";"63234";"MONTAIGUT-LE-BLANC"
"2180719";"67218";"ILLKIRCH-GRAFFENSTADEN"
"2180818";"91377";"MASSY"
"2180842";"38165";"FITILIEU"
"2181022";"78642";"VERNEUIL-SUR-SEINE"
"2181147";"69123";"LYON"
"2181196";"74282";"THORENS-GLIERES"
"2181253";"91600";"SOISY-SUR-SEINE"
"2181295";"77296";"MOISSY-CRAMAYEL"
"2181352";"75056";"PARIS"
"2181865";"40310";"SOUSTONS"
"2181873";"77108";"CHELLES"
"2182160";"69256";"VAULX-EN-VELIN"
"2182202";"75056";"PARIS"
"2182251";"13055";"MARSEILLE"
"2182376";"94054";"ORLY"
"2182558";"62895";"WINGLES"
"2182996";"57690";"VALMONT"
"2183069";"68043";"BOLLWILLER"
"2183150";"38185";"GRENOBLE"
"2183226";"44117";"LE PALLET"
"2183291";"75056";"PARIS"
"2183473";"64445";"PAU"
"2183507";"26281";"ROMANS-SUR-ISERE"
"2183531";"73008";"AIX-LES-BAINS"
"2183705";"13098";"SAINT-MITRE-LES-REMPARTS"
"2183879";"74056";"CHAMONIX-MONT-BLANC"
"2183895";"93007";"LE BLANC-MESNIL"
"2183903";"13039";"FOS-SUR-MER"
"2184166";"05061";"GAP"
"2184182";"91589";"SAVIGNY-SUR-ORGE"
"2184190";"21292";"GENLIS"
"2184281";"57666";"TERVILLE"
"2184356";"59183";"DUNKERQUE"
"2184505";"75056";"PARIS"
"2184604";"27701";"VAL-DE-REUIL"
"2184745";"24042";"BIRAS"
"2184828";"03223";"SAINT-CHRISTOPHE"
"2185007";"75056";"PARIS"
"2185049";"75056";"PARIS"
"2185072";"62506";"LICQUES"
"2185130";"74218";"PUBLIER"
"2185148";"93071";"SEVRAN"
"2185163";"92048";"MEUDON"
"2185213";"57144";"COCHEREN"
"2185247";"67421";"SAALES"
"2185262";"49085";"BEAUPREAU-EN-MAUGES"
"2185304";"51242";"FAGNIERES"
"2185379";"75056";"PARIS"
"2185452";"92025";"COLOMBES"
"2185486";"83129";"SIX-FOURS-LES-PLAGES"
"2185528";"75056";"PARIS"
"2185536";"75056";"PARIS"
"2185569";"93029";"DRANCY"
"2185775";"08425";"SOMMERANCE"
"2284537";NULL;"BIHOREL"
"2186013";"83126";"LA SEYNE-SUR-MER"
"2186237";"94034";"FRESNES"
"2186278";"93031";"EPINAY-SUR-SEINE"
"2186393";"28320";"ROUVRAY-SAINT-FLORENTIN"
"2186427";"75056";"PARIS"
"2186617";"22278";"SAINT-BRIEUC"
"2186658";"81004";"ALBI"
"2186724";"31555";"TOULOUSE"
"2186757";"51454";"REIMS"
"2187029";"72209";"MONTREUIL-LE-CHETIF"
"2187250";"79191";"NIORT"
"2187458";"75056";"PARIS"
"2187490";"60129";"CARLEPONT"
"2187805";"69205";"SAINT-GENIS-LES-OLLIERES"
"2187938";"52170";"DOMMARIEN"
"2188092";"67256";"LAMPERTHEIM"
"2188241";"70197";"DAMPIERRE-SUR-LINOTTE"
"2188324";"92062";"PUTEAUX"
"2188365";"92050";"NANTERRE"
"2188514";"36063";"DEOLS"
"2188704";"36044";"CHATEAUROUX"
"2189017";"89387";"SENS"
"2189058";"57638";"SCHOENECK"
"2189108";"22251";"PORDIC"
"2189249";"75056";"PARIS"
"2189314";"19275";"USSEL"
"2189322";"33213";"LA BREDE"
"4414496";"22281";"SAINT-CARREUC"
"2189397";"92032";"FONTENAY-AUX-ROSES"
"2189561";"02649";"ROCOURT-SAINT-MARTIN"
"2189595";"82121";"MONTAUBAN"
"2189603";"73065";"CHAMBERY"
"2189702";"44109";"NANTES"
"2189843";"51562";"TAISSY"
"2189959";"46189";"MAYRINHAC-LENTOUR"
"2190148";"54395";"NANCY"
"2190338";"57254";"GORZE"
"2190429";"11069";"CARCASSONNE"
"2190528";"75056";"PARIS"
"2190718";"75056";"PARIS"
"2190841";"23013";"AUZANCES"
"2191039";"63323";"SAINT-BONNET-LE-BOURG"
"2191393";"95313";"L'ISLE-ADAM"
"2191641";"23096";"GUERET"
"2191724";"75056";"PARIS"
"2191856";"83137";"TOULON"
"2192037";"37195";"LA RICHE"
"2192102";"75056";"PARIS"
"2192144";"52121";"CHAUMONT"
"2192243";"80545";"MEZIERES-EN-SANTERRE"
"2192383";"25056";"BESANCON"
"2192441";"81060";"CARMAUX"
"2192482";"75056";"PARIS"
"2192516";"91228";"EVRY"
"2192896";"74213";"POISY"
"2193126";"76451";"MONT-SAINT-AIGNAN"
"2193233";"21231";"DIJON"
"2193357";"49308";"SAINT-MELAINE-SUR-AUBANCE"
"2193472";"83069";"HYERES"
"2193498";"67180";"HAGUENAU"
"2193548";"69123";"LYON"
"2193613";"94022";"CHOISY-LE-ROI"
"2193670";"24557";"TRELISSAC"
"2193928";"92026";"COURBEVOIE"
"2193977";"34202";"PIGNAN"
"2194058";"30003";"AIGUES-MORTES"
"2194322";"54395";"NANCY"
"2194512";"93029";"DRANCY"
"2194546";"13028";"LA CIOTAT"
"2194629";"91174";"CORBEIL-ESSONNES"
"2194850";"46040";"CABRERETS"
"2194918";"69123";"LYON"
"2195022";"01039";"BEON"
"2195428";"13004";"ARLES"
"2195451";"94042";"JOINVILLE-LE-PONT"
"2195675";"33522";"TALENCE"
"2196400";"38344";"ROUSSILLON"
"2196608";"70503";"TRAITIEFONTAINE"
"2196681";"31555";"TOULOUSE"
"2196814";"92002";"ANTONY"
"2196889";"91086";"BONDOUFLE"
"2197044";"76458";"MUCHEDENT"
"2197358";"59286";"HAUBOURDIN"
"2197408";"54493";"SAULNES"
"2197705";"69241";"TALUYERS"
"2198141";"66021";"BOMPAS"
"2198257";"31555";"TOULOUSE"
"2198372";"06086";"MOULINET"
"2198414";"85112";"L'ILE-D'OLONNE"
"2198521";"10387";"TROYES"
"2198653";"42323";"VEAUCHE"
"2198695";"75056";"PARIS"
"2198711";"38425";"SAINT-MAURICE-L'EXIL"
"2198877";"83126";"LA SEYNE-SUR-MER"
"2198919";"13005";"AUBAGNE"
"2199008";"69029";"BRON"
"2199297";"67377";"PLAINE"
"2199305";"95313";"L'ISLE-ADAM"
"2199404";"82115";"MONCLAR-DE-QUERCY"
"2199420";"31238";"HUOS"
"2199784";"75056";"PARIS"
"2199834";"83137";"TOULON"
"2200046";"89206";"JOIGNY"
"2200376";"71027";"BEAUREPAIRE-EN-BRESSE"
"2200475";"83137";"TOULON"
"2200533";"02381";"HIRSON"
"2200541";"06084";"MOUANS-SARTOUX"
"2200681";"31417";"PIBRAC"
"2200707";"33179";"GALGON"
"2200962";"76588";"SAINT-HELLIER"
"2201176";"94076";"VILLEJUIF"
"2201226";"93053";"NOISY-LE-SEC"
"2201325";"46296";"SAINT-VINCENT-RIVE-D'OLT"
"2201440";"38229";"MEYLAN"
"2201614";"97353";"MARIPASOULA"
"2201663";"59426";"NEUVILLE-EN-FERRAIN"
"2201739";"41239";"SEIGY"
"2201903";"95268";"GARGES-LES-GONESSE"
"2202059";"55427";"REVIGNY-SUR-ORNAIN"
"2202182";"35072";"CHATILLON-EN-VENDELAIS"
"2202190";"75056";"PARIS"
"2202265";"75056";"PARIS"
"2202448";"77210";"LA GRANDE-PAROISSE"
"2202463";"34108";"FRONTIGNAN"
"2202521";"31555";"TOULOUSE"
"2202976";"76758";"YVETOT"
"2202984";"95149";"CHAUMONTEL"
"2203156";"06088";"NICE"
"2203396";"87066";"FLAVIGNAC"
"2203404";"42218";"SAINT-ETIENNE"
"2203438";"22198";"PLEUMEUR-BODOU"
"2203594";"49373";"VIHIERS"
"2203602";"59512";"ROUBAIX"
"2203610";"85194";"LES SABLES-D'OLONNE"
"2203966";"30346";"VERS-PONT-DU-GARD"
"2204006";"33214";"LACANAU"
"2204139";"30230";"SAINT-ANDRE-DE-ROQUEPERTUIS"
"2204311";"34077";"CLAPIERS"
"2204717";"27072";"BOIS-JEROME-SAINT-OUEN"
"2204832";"78043";"BAILLY"
"2205086";"70578";"VREGILLE"
"2205490";"57272";"GUERMANGE"
"2205540";"37171";"NOIZAY"
"2205599";"01078";"CHALLEX"
"2205706";"59581";"STEENWERCK"
"2205771";"75056";"PARIS"
"2205813";"31555";"TOULOUSE"
"2206423";"10351";"SAINT-MARTIN-DE-BOSSENAY"
"2206845";"13028";"LA CIOTAT"
"2206993";"67300";"MOLSHEIM"
"2207140";"38111";"CLAIX"
"2207181";"14764";"PONT-D'OUILLY"
"2207504";"35238";"RENNES"
"2207520";"27533";"SAINT-DENIS-LE-FERMENT"
"2207850";"93072";"STAINS"
"2208098";"06030";"LE CANNET"
"2208114";"75056";"PARIS"
"2208155";"23147";"NOUZEROLLES"
"2208213";"52121";"CHAUMONT"
"2208361";"69123";"LYON"
"2208445";"80010";"AILLY-SUR-NOYE"
"2208536";"67482";"STRASBOURG"
"2208585";"35179";"MINIAC-MORVAN"
"2208601";"22042";"COATREVEN"
"2208643";"27022";"AUBEVOYE"
"2208718";"49157";"BAUGE-EN-ANJOU"
"2208916";"53203";"SAINT-BRICE"
"2209096";"64024";"ANGLET"
"2209104";"03200";"NEUVY"
"2209146";"81004";"ALBI"
"2209211";"59328";"LAMBERSART"
"2209237";"83129";"SIX-FOURS-LES-PLAGES"
"2209468";"63300";"RIOM"
"2209476";"77171";"ESBLY"
"2209708";"75056";"PARIS"
"2209781";"13055";"MARSEILLE"
"2209849";"64057";"ARTHEZ-DE-BEARN"
"2210045";"85179";"POIROUX"
"2210169";"59378";"MARCQ-EN-BAROEUL"
"2210201";"07205";"SAINT-ALBAN-D'AY"
"2210235";"13055";"MARSEILLE"
"2210268";"69123";"LYON"
"2210276";"56260";"VANNES"
"2210334";"34172";"MONTPELLIER"
"2210409";"76492";"OUVILLE-LA-RIVIERE"
"2210458";"13098";"SAINT-MITRE-LES-REMPARTS"
"2210763";"06069";"GRASSE"
"2210771";"75056";"PARIS"
"2210896";"77288";"MELUN"
"2211076";"93046";"LIVRY-GARGAN"
"2211092";"27534";"SAINT-DIDIER-DES-BOIS"
"2211258";"29208";"PLOURIN"
"2211316";"59178";"DOUAI"
"2211357";"13041";"GARDANNE"
"2211373";"69182";"SAINT-BONNET-DES-BRUYERES"
"2211381";"31371";"MONTEGUT-LAURAGAIS"
"2211548";"13001";"AIX-EN-PROVENCE"
"2211639";"62334";"FIENNES"
"2211837";"75056";"PARIS"
"2211936";"75056";"PARIS"
"2212017";"43046";"CHADRAC"
"2212090";"63113";"CLERMONT-FERRAND"
"2212116";"12090";"DRUELLE"
"2212207";"18023";"BAUGY"
"2212256";"77108";"CHELLES"
"2212348";"45240";"OUTARVILLE"
"2212454";"75056";"PARIS"
"2212504";"93078";"VILLEPINTE"
"2212512";"75056";"PARIS"
"2212587";"67482";"STRASBOURG"
"2212629";"75056";"PARIS"
"2212660";"59122";"CAMBRAI"
"2212678";"50003";"AGON-COUTAINVILLE"
"2212686";"94081";"VITRY-SUR-SEINE"
"2212736";"80827";"WOINCOURT"
"2212819";"77469";"TOUQUIN"
"2213049";"33259";"LUGON-ET-L'ILE-DU-CARNAY"
"2213189";"29101";"LANDEDA"
"2213205";"64499";"SALIES-DE-BEARN"
"2213262";"54136";"CONFLANS-EN-JARNISY"
"2213403";"75056";"PARIS"
"2213726";"90057";"LACHAPELLE-SOUS-CHAUX"
"2213767";"27183";"LA COUTURE-BOUSSEY"
"2213841";"62041";"ARRAS"
"2213940";"59350";"LILLE"
"2214039";"45211";"MONTCORBON"
"2214070";"83086";"LE MUY"
"2214203";"93029";"DRANCY"
"2214377";"06088";"NICE"
"2214435";"06088";"NICE"
"2214575";"35238";"RENNES"
"2214609";"88196";"GERARDMER"
"2214757";"04070";"DIGNE-LES-BAINS"
"2214856";"75056";"PARIS"
"2214898";"57480";"MONTIGNY-LES-METZ"
"2215051";"83137";"TOULON"
"2215267";"78490";"PLAISIR"
"2215598";"24037";"BERGERAC"
"2215739";"76322";"LE GRAND-QUEVILLY"
"2215838";"51454";"REIMS"
"2215903";"92004";"ASNIERES-SUR-SEINE"
"2215960";"38258";"VILLE-SAINT-EGREVE"
"2216083";"64024";"ANGLET"
"2216133";"13055";"MARSEILLE"
"2216174";"36044";"CHATEAUROUX"
"2216182";"38421";"SAINT-MARTIN-D'HERES"
"2216349";"26271";"LA ROCHE-DE-GLUN"
"2216372";"50532";"SAINT-PAIR-SUR-MER"
"2216422";"21231";"DIJON"
"2216687";"17300";"LA ROCHELLE"
"2216745";"07217";"SAINT-BARTHELEMY-LE-PLAIN"
"2216893";"17357";"SAINT-MAIGRIN"
"2216976";"85109";"LES HERBIERS"
"2217016";"38395";"SAINT-HILAIRE"
"2217065";"38474";"SASSENAGE"
"2217107";"94052";"NOGENT-SUR-MARNE"
"2217222";"01338";"SAINT-BENOIT"
"2217255";"46276";"SAINT-MARTIN-LABOUVAL"
"2217289";"14207";"CROISILLES"
"2217446";"83049";"CUERS"
"2217511";"78586";"SARTROUVILLE"
"2217792";"06088";"NICE"
"2217834";"75056";"PARIS"
"2218055";"06088";"NICE"
"2218071";"46042";"CAHORS"
"2218139";"41226";"SAINT-OUEN"
"2218253";"92024";"CLICHY"
"2218410";"31365";"MONTBRUN-BOCAGE"
"2218725";"06027";"CAGNES-SUR-MER"
"2219202";"93048";"MONTREUIL"
"2219582";"91223";"ETAMPES"
"2219756";"46297";"SALVIAC"
"2220085";"16015";"ANGOULEME"
"2220531";"54395";"NANCY"
"2220663";"78490";"PLAISIR"
"2220754";"58261";"SAINT-PERE"
"2220887";"69189";"SAINT-COLOMBE"
"2220952";"59179";"DOUCHY-LES-MINES"
"2220986";"75056";"PARIS"
"2221091";"45234";"ORLEANS"
"2221307";"78236";"FLEXANVILLE"
"2221406";"91425";"MONTLHERY"
